ZIP,Size of adjusted gross income,number of returns,single returns,joint returns,Adjusted gross income
47849,"$25,000 under $50,000",60,40,60,2267
47849,"$50,000 under $75,000",30,** ,** ,1826
47849,"$75,000 under $100,000",30,** ,20,2244
47849,"$100,000 under $200,000",30,0,30,4334
47849,"$200,000 or more",** ,** ,** ,** 
,,,,,
47850,,"1,100",480,480,"52,790"
47850,"$1 under $25,000",400,260,80,4494
47850,"$25,000 under $50,000",270,140,90,9784
47850,"$50,000 under $75,000",180,50,110,10908
47850,"$75,000 under $100,000",130,30,100,11187
47850,"$100,000 under $200,000",120,** ,100,16417
47850,"$200,000 or more",** ,** ,** ,** 
,,,,,
47854,,350,140,180,"19,469"
47854,"$1 under $25,000",110,80,** ,1161
47854,"$25,000 under $50,000",80,60,50,2858
47854,"$50,000 under $75,000",50,** ,30,3267
47854,"$75,000 under $100,000",50,** ,40,4165
47854,"$100,000 under $200,000",60,** ,60,8018
47854,"$200,000 or more",** ,** ,** ,** 
,,,,,
47858,,310,120,150,"16,042"
47858,"$1 under $25,000",100,70,20,1132
47858,"$25,000 under $50,000",80,30,30,2848
47858,"$50,000 under $75,000",50,20,30,2941
47858,"$75,000 under $100,000",30,** ,30,2759
47858,"$100,000 under $200,000",50,** ,40,6362
47858,"$200,000 or more",** ,** ,** ,** 
,,,,,
47859,,450,180,230,"22,064"
47859,"$1 under $25,000",180,120,40,2038
47859,"$25,000 under $50,000",120,40,60,4492
47859,"$50,000 under $75,000",70,20,60,4178
47859,"$75,000 under $100,000",40,** ,30,3725
47859,"$100,000 under $200,000",40,** ,40,7631
47859,"$200,000 or more",** ,** ,** ,** 
,,,,,
47861,,250,110,130,"13,351"
47861,"$1 under $25,000",100,70,20,1155
47861,"$25,000 under $50,000",60,40,40,2294
47861,"$50,000 under $75,000",20,** ,** ,1554
47861,"$75,000 under $100,000",30,** ,30,2811
47861,"$100,000 under $200,000",40,** ,40,5537
47861,"$200,000 or more",** ,** ,** ,** 
,,,,,
47862,,710,290,320,"30,014"
47862,"$1 under $25,000",300,180,70,3500
47862,"$25,000 under $50,000",190,70,80,6784
47862,"$50,000 under $75,000",100,40,60,5920
47862,"$75,000 under $100,000",50,** ,50,4465
47862,"$100,000 under $200,000",70,** ,60,9345
47862,"$200,000 or more",** ,** ,** ,** 
,,,,,
47866,,190,80,90,"8,465"
47866,"$1 under $25,000",70,50,** ,857
47866,"$25,000 under $50,000",50,30,60,1920
47866,"$50,000 under $75,000",30,** ,** ,1732
47866,"$75,000 under $100,000",40,** ,30,3956
47866,"$100,000 under $200,000",** ,** ,** ,** 
47866,"$200,000 or more",** ,** ,** ,** 
,,,,,
47868,,"1,200",520,510,"55,187"
47868,"$1 under $25,000",490,320,90,5873
47868,"$25,000 under $50,000",310,140,120,11429
47868,"$50,000 under $75,000",170,40,110,10174
47868,"$75,000 under $100,000",100,20,80,8126
47868,"$100,000 under $200,000",130,** ,110,19585
47868,"$200,000 or more",** ,** ,** ,** 
,,,,,
47872,,"3,240","1,420","1,430","159,585"
47872,"$1 under $25,000",1310,860,260,14950
47872,"$25,000 under $50,000",780,350,290,28259
47872,"$50,000 under $75,000",480,140,310,29545
47872,"$75,000 under $100,000",280,40,230,24271
47872,"$100,000 under $200,000",330,30,290,43105
47872,"$200,000 or more",60,** ,50,19455
,,,,,
47874,,"1,550",670,700,"73,123"
47874,"$1 under $25,000",600,400,120,6818
47874,"$25,000 under $50,000",370,170,130,13588
47874,"$50,000 under $75,000",260,60,170,16072
47874,"$75,000 under $100,000",150,40,120,12809
47874,"$100,000 under $200,000",170,** ,160,23836
47874,"$200,000 or more",** ,** ,** ,** 
,,,,,
47879,,"1,320",590,540,"57,544"
47879,"$1 under $25,000",540,360,100,6644
47879,"$25,000 under $50,000",360,170,120,13098
47879,"$50,000 under $75,000",180,60,110,11413
47879,"$75,000 under $100,000",130,** ,110,11394
47879,"$100,000 under $200,000",110,** ,100,14995
47879,"$200,000 or more",** ,** ,** ,** 
,,,,,
47882,,"3,880","1,730","1,630","203,597"
47882,"$1 under $25,000",1540,1050,250,17557
47882,"$25,000 under $50,000",880,400,300,32237
47882,"$50,000 under $75,000",540,180,300,33063
47882,"$75,000 under $100,000",390,60,310,34036
47882,"$100,000 under $200,000",460,40,410,59146
47882,"$200,000 or more",70,** ,60,27558
,,,,,
47885,,"4,070","1,730","1,750","194,080"
47885,"$1 under $25,000",1640,1090,280,19187
47885,"$25,000 under $50,000",1010,420,360,36799
47885,"$50,000 under $75,000",570,140,370,35130
47885,"$75,000 under $100,000",400,50,320,34101
47885,"$100,000 under $200,000",400,30,370,51563
47885,"$200,000 or more",50,** ,50,17300
,,,,,
47901,,"1,760","1,280",250,"78,733"
47901,"$1 under $25,000",860,700,30,11839
47901,"$25,000 under $50,000",520,390,60,18419
47901,"$50,000 under $75,000",150,100,40,8827
47901,"$75,000 under $100,000",70,40,30,6214
47901,"$100,000 under $200,000",110,50,60,14427
47901,"$200,000 or more",50,** ,30,19007
,,,,,
47904,,"7,410","4,250","1,700","257,931"
47904,"$1 under $25,000",3560,2490,290,47120
47904,"$25,000 under $50,000",2410,1330,510,85778
47904,"$50,000 under $75,000",800,300,410,48346
47904,"$75,000 under $100,000",340,80,250,29209
47904,"$100,000 under $200,000",250,50,200,32504
47904,"$200,000 or more",50,** ,40,14974
,,,,,
47905,,"19,940","9,800","7,350","1,249,956"
47905,"$1 under $25,000",7140,5290,700,88368
47905,"$25,000 under $50,000",5110,2850,1160,186253
47905,"$50,000 under $75,000",2810,1070,1400,173379
47905,"$75,000 under $100,000",1890,350,1420,164109
47905,"$100,000 under $200,000",2340,200,2080,308761
47905,"$200,000 or more",650,40,590,329086
,,,,,
47906,,"21,140","10,710","8,500","1,921,512"
47906,"$1 under $25,000",7750,6500,560,86988
47906,"$25,000 under $50,000",3940,2240,1010,142383
47906,"$50,000 under $75,000",2360,940,1150,146144
47906,"$75,000 under $100,000",1940,450,1370,169161
47906,"$100,000 under $200,000",3600,450,3020,494834
47906,"$200,000 or more",1550,130,1390,882002
,,,,,
47909,,"20,010","9,290","7,460","1,101,113"
47909,"$1 under $25,000",6840,4890,650,82992
47909,"$25,000 under $50,000",5290,2810,1140,193138
47909,"$50,000 under $75,000",3150,1050,1650,193917
47909,"$75,000 under $100,000",2050,320,1620,177035
47909,"$100,000 under $200,000",2300,190,2050,298247
47909,"$200,000 or more",380,30,350,155784
,,,,,
47917,,160,60,70,"6,897"
47917,"$1 under $25,000",70,40,** ,781
47917,"$25,000 under $50,000",50,20,50,1825
47917,"$50,000 under $75,000",20,** ,** ,1462
47917,"$75,000 under $100,000",20,0,20,2829
47917,"$100,000 under $200,000",** ,** ,** ,** 
47917,"$200,000 or more",** ,** ,** ,** 
,,,,,
47918,,"2,810","1,330","1,140","137,011"
47918,"$1 under $25,000",1080,770,170,11955
47918,"$25,000 under $50,000",710,370,200,25710
47918,"$50,000 under $75,000",420,140,240,25938
47918,"$75,000 under $100,000",300,50,260,25648
47918,"$100,000 under $200,000",270,** ,240,34733
47918,"$200,000 or more",30,** ,30,13027
,,,,,
47920,,"1,320",550,630,"90,145"
47920,"$1 under $25,000",410,310,50,4506
47920,"$25,000 under $50,000",280,150,70,10525
47920,"$50,000 under $75,000",190,50,120,11722
47920,"$75,000 under $100,000",150,40,120,12874
47920,"$100,000 under $200,000",240,** ,220,31659
47920,"$200,000 or more",50,** ,50,18859
,,,,,
47921,,490,210,210,"21,248"
47921,"$1 under $25,000",190,120,40,2156
47921,"$25,000 under $50,000",140,60,50,5012
47921,"$50,000 under $75,000",80,30,50,4802
47921,"$75,000 under $100,000",40,** ,30,3372
47921,"$100,000 under $200,000",40,** ,40,5906
47921,"$200,000 or more",** ,** ,** ,** 
,,,,,
47922,,700,320,290,"33,174"
47922,"$1 under $25,000",280,190,50,3628
47922,"$25,000 under $50,000",180,80,60,6486
47922,"$50,000 under $75,000",110,50,70,6823
47922,"$75,000 under $100,000",70,** ,60,6321
47922,"$100,000 under $200,000",60,** ,50,9916
47922,"$200,000 or more",** ,** ,** ,** 
,,,,,
47923,,"1,790",830,790,"98,393"
47923,"$1 under $25,000",580,450,80,6464
47923,"$25,000 under $50,000",430,230,120,15549
47923,"$50,000 under $75,000",310,110,180,18839
47923,"$75,000 under $100,000",200,20,170,17331
47923,"$100,000 under $200,000",230,20,210,30028
47923,"$200,000 or more",40,** ,30,10182
,,,,,
47926,,530,220,250,"24,307"
47926,"$1 under $25,000",190,120,50,2111
47926,"$25,000 under $50,000",150,70,50,5491
47926,"$50,000 under $75,000",70,30,50,4103
47926,"$75,000 under $100,000",60,** ,50,4841
47926,"$100,000 under $200,000",60,** ,50,7761
47926,"$200,000 or more",** ,** ,** ,** 
,,,,,
47928,,820,350,360,"38,869"
47928,"$1 under $25,000",310,200,70,3672
47928,"$25,000 under $50,000",210,90,80,7753
47928,"$50,000 under $75,000",130,40,70,8071
47928,"$75,000 under $100,000",80,20,60,7011
47928,"$100,000 under $200,000",90,** ,80,12362
47928,"$200,000 or more",** ,** ,** ,** 
,,,,,
47929,,400,210,170,"21,257"
47929,"$1 under $25,000",130,110,** ,1483
47929,"$25,000 under $50,000",110,60,40,4086
47929,"$50,000 under $75,000",60,40,40,3835
47929,"$75,000 under $100,000",50,** ,40,4607
47929,"$100,000 under $200,000",50,** ,50,7246
47929,"$200,000 or more",** ,** ,** ,** 
,,,,,
47930,,520,210,230,"27,924"
47930,"$1 under $25,000",180,130,20,2227
47930,"$25,000 under $50,000",140,60,40,4891
47930,"$50,000 under $75,000",80,20,60,4733
47930,"$75,000 under $100,000",50,** ,40,4268
47930,"$100,000 under $200,000",70,** ,70,11805
47930,"$200,000 or more",** ,** ,** ,** 
,,,,,
47932,,"2,470","1,020","1,150","134,164"
47932,"$1 under $25,000",890,620,170,10758
47932,"$25,000 under $50,000",550,240,190,19962
47932,"$50,000 under $75,000",400,120,240,25132
47932,"$75,000 under $100,000",290,20,240,24540
47932,"$100,000 under $200,000",300,20,270,38226
47932,"$200,000 or more",40,** ,40,15546
,,,,,
47933,,"12,970","5,960","5,170","647,110"
47933,"$1 under $25,000",4840,3390,730,56337
47933,"$25,000 under $50,000",3520,1760,960,127145
47933,"$50,000 under $75,000",1850,540,1100,113505
47933,"$75,000 under $100,000",1220,170,990,105127
47933,"$100,000 under $200,000",1330,100,1200,171833
47933,"$200,000 or more",210,** ,190,73163
,,,,,
47940,,700,310,320,"35,110"
47940,"$1 under $25,000",240,170,50,2882
47940,"$25,000 under $50,000",180,80,60,6796
47940,"$50,000 under $75,000",140,60,80,8622
47940,"$75,000 under $100,000",70,** ,60,6352
47940,"$100,000 under $200,000",70,** ,70,10458
47940,"$200,000 or more",** ,** ,** ,** 
,,,,,
47942,,330,160,140,"15,954"
47942,"$1 under $25,000",120,80,20,1282
47942,"$25,000 under $50,000",90,50,30,3247
47942,"$50,000 under $75,000",50,30,30,2967
47942,"$75,000 under $100,000",40,** ,30,3597
47942,"$100,000 under $200,000",30,** ,30,4861
47942,"$200,000 or more",** ,** ,** ,** 
,,,,,
47943,,460,190,220,"24,615"
47943,"$1 under $25,000",150,110,30,1754
47943,"$25,000 under $50,000",120,50,40,4770
47943,"$50,000 under $75,000",80,30,50,4888
47943,"$75,000 under $100,000",50,** ,40,3981
47943,"$100,000 under $200,000",60,** ,60,9222
47943,"$200,000 or more",** ,** ,** ,** 
,,,,,
47944,,"1,680",790,660,"84,447"
47944,"$1 under $25,000",610,430,90,7001
47944,"$25,000 under $50,000",450,240,110,16088
47944,"$50,000 under $75,000",260,100,150,16060
47944,"$75,000 under $100,000",160,** ,130,13475
47944,"$100,000 under $200,000",170,20,160,23001
47944,"$200,000 or more",30,** ,20,8822
,,,,,
47946,,880,380,410,"50,135"
47946,"$1 under $25,000",310,230,50,3306
47946,"$25,000 under $50,000",190,90,60,6909
47946,"$50,000 under $75,000",150,40,100,9080
47946,"$75,000 under $100,000",100,20,80,8500
47946,"$100,000 under $200,000",100,** ,100,13887
47946,"$200,000 or more",30,** ,20,8453
,,,,,
47948,,590,270,250,"27,881"
47948,"$1 under $25,000",210,150,30,2554
47948,"$25,000 under $50,000",190,80,70,6967
47948,"$50,000 under $75,000",90,40,60,5739
47948,"$75,000 under $100,000",50,** ,40,4432
47948,"$100,000 under $200,000",50,** ,50,8189
47948,"$200,000 or more",** ,** ,** ,** 
,,,,,
47949,,600,260,270,"28,059"
47949,"$1 under $25,000",210,150,40,2249
47949,"$25,000 under $50,000",170,80,60,6157
47949,"$50,000 under $75,000",90,30,60,5368
47949,"$75,000 under $100,000",60,** ,50,5210
47949,"$100,000 under $200,000",70,** ,60,9075
47949,"$200,000 or more",** ,** ,** ,** 
,,,,,
47950,,390,180,170,"16,034"
47950,"$1 under $25,000",160,110,40,1798
47950,"$25,000 under $50,000",110,50,30,3934
47950,"$50,000 under $75,000",60,20,40,3945
47950,"$75,000 under $100,000",40,** ,40,3424
47950,"$100,000 under $200,000",20,** ,20,2933
47950,"$200,000 or more",** ,** ,** ,** 
,,,,,
47951,,"1,010",500,360,"47,830"
47951,"$1 under $25,000",410,290,60,4789
47951,"$25,000 under $50,000",260,120,70,9477
47951,"$50,000 under $75,000",160,60,90,10045
47951,"$75,000 under $100,000",80,30,60,6826
47951,"$100,000 under $200,000",100,** ,80,16693
47951,"$200,000 or more",** ,** ,** ,** 
,,,,,
47952,,"1,180",520,540,"50,498"
47952,"$1 under $25,000",480,320,110,5462
47952,"$25,000 under $50,000",320,130,140,11425
47952,"$50,000 under $75,000",170,40,120,10593
47952,"$75,000 under $100,000",100,30,80,8254
47952,"$100,000 under $200,000",110,** ,90,14764
47952,"$200,000 or more",** ,** ,** ,** 
,,,,,
47954,,"1,060",410,460,"53,883"
47954,"$1 under $25,000",380,230,70,4553
47954,"$25,000 under $50,000",290,120,100,10371
47954,"$50,000 under $75,000",150,40,90,9511
47954,"$75,000 under $100,000",110,20,80,9227
47954,"$100,000 under $200,000",130,** ,120,20221
47954,"$200,000 or more",** ,** ,** ,** 
,,,,,
47955,,430,180,210,"21,559"
47955,"$1 under $25,000",150,100,20,1747
47955,"$25,000 under $50,000",100,60,30,3847
47955,"$50,000 under $75,000",70,20,50,4151
47955,"$75,000 under $100,000",60,** ,60,5447
47955,"$100,000 under $200,000",50,** ,50,6367
47955,"$200,000 or more",** ,** ,** ,** 
,,,,,
47957,,720,290,320,"29,854"
47957,"$1 under $25,000",300,190,60,3358
47957,"$25,000 under $50,000",190,60,80,6820
47957,"$50,000 under $75,000",100,40,70,6278
47957,"$75,000 under $100,000",80,** ,70,6888
47957,"$100,000 under $200,000",50,** ,40,6510
47957,"$200,000 or more",** ,** ,** ,** 
,,,,,
47959,,"1,220",520,460,"50,321"
47959,"$1 under $25,000",470,310,80,5814
47959,"$25,000 under $50,000",410,150,130,14941
47959,"$50,000 under $75,000",170,40,120,10454
47959,"$75,000 under $100,000",90,20,70,7403
47959,"$100,000 under $200,000",80,** ,60,11709
47959,"$200,000 or more",** ,** ,** ,** 
,,,,,
47960,,"7,320","3,430","3,010","381,735"
47960,"$1 under $25,000",2880,2040,480,32479
47960,"$25,000 under $50,000",1910,900,620,68963
47960,"$50,000 under $75,000",1030,310,630,63554
47960,"$75,000 under $100,000",630,90,520,55116
47960,"$100,000 under $200,000",710,90,620,93056
47960,"$200,000 or more",160,** ,140,68567
,,,,,
47963,,920,430,400,"41,469"
47963,"$1 under $25,000",360,260,60,4017
47963,"$25,000 under $50,000",240,110,90,8894
47963,"$50,000 under $75,000",130,60,80,8092
47963,"$75,000 under $100,000",110,** ,90,8950
47963,"$100,000 under $200,000",80,** ,80,11516
47963,"$200,000 or more",** ,** ,** ,** 
,,,,,
47967,,330,130,170,"17,121"
47967,"$1 under $25,000",100,70,20,1128
47967,"$25,000 under $50,000",70,30,40,2745
47967,"$50,000 under $75,000",80,30,50,4859
47967,"$75,000 under $100,000",40,** ,30,3312
47967,"$100,000 under $200,000",40,** ,30,5077
47967,"$200,000 or more",** ,** ,** ,** 
,,,,,
47968,,490,230,210,"28,165"
47968,"$1 under $25,000",170,120,30,1961
47968,"$25,000 under $50,000",130,80,30,4764
47968,"$50,000 under $75,000",70,30,40,4503
47968,"$75,000 under $100,000",40,** ,40,3579
47968,"$100,000 under $200,000",80,** ,70,13358
47968,"$200,000 or more",** ,** ,** ,** 
,,,,,
47970,,950,430,390,"49,651"
47970,"$1 under $25,000",330,250,30,3723
47970,"$25,000 under $50,000",270,130,80,9848
47970,"$50,000 under $75,000",130,50,90,8107
47970,"$75,000 under $100,000",80,** ,60,6612
47970,"$100,000 under $200,000",140,** ,130,21361
47970,"$200,000 or more",** ,** ,** ,** 
,,,,,
47971,,850,390,340,"37,620"
47971,"$1 under $25,000",310,230,50,3482
47971,"$25,000 under $50,000",240,110,70,8519
47971,"$50,000 under $75,000",130,50,80,7823
47971,"$75,000 under $100,000",90,** ,70,7439
47971,"$100,000 under $200,000",80,** ,70,10357
47971,"$200,000 or more",** ,** ,** ,** 
,,,,,
47974,,510,220,240,"26,085"
47974,"$1 under $25,000",170,120,40,1979
47974,"$25,000 under $50,000",140,60,40,5126
47974,"$50,000 under $75,000",90,40,60,5810
47974,"$75,000 under $100,000",60,** ,50,5017
47974,"$100,000 under $200,000",50,** ,50,8153
47974,"$200,000 or more",** ,** ,** ,** 
,,,,,
47975,,340,150,170,"21,577"
47975,"$1 under $25,000",110,90,** ,1414
47975,"$25,000 under $50,000",60,30,40,2412
47975,"$50,000 under $75,000",70,30,40,4508
47975,"$75,000 under $100,000",40,** ,40,3754
47975,"$100,000 under $200,000",60,** ,50,9489
47975,"$200,000 or more",** ,** ,** ,** 
,,,,,
47977,,"1,070",480,460,"60,337"
47977,"$1 under $25,000",380,270,60,4564
47977,"$25,000 under $50,000",290,140,90,10674
47977,"$50,000 under $75,000",170,50,100,10359
47977,"$75,000 under $100,000",90,20,80,8086
47977,"$100,000 under $200,000",110,** ,100,13853
47977,"$200,000 or more",30,** ,30,12801
,,,,,
47978,,"5,020","2,290","2,110","257,535"
47978,"$1 under $25,000",1870,1310,270,20513
47978,"$25,000 under $50,000",1240,640,380,45759
47978,"$50,000 under $75,000",760,220,470,46482
47978,"$75,000 under $100,000",520,70,430,44734
47978,"$100,000 under $200,000",550,50,490,71389
47978,"$200,000 or more",80,** ,70,28658
,,,,,
47980,,510,220,220,"26,313"
47980,"$1 under $25,000",180,130,30,1934
47980,"$25,000 under $50,000",130,60,40,4792
47980,"$50,000 under $75,000",90,30,60,5680
47980,"$75,000 under $100,000",50,** ,40,4348
47980,"$100,000 under $200,000",60,** ,50,9559
47980,"$200,000 or more",** ,** ,** ,** 
,,,,,
47981,,400,160,200,"24,545"
47981,"$1 under $25,000",120,90,** ,1313
47981,"$25,000 under $50,000",90,50,40,3308
47981,"$50,000 under $75,000",70,20,40,4454
47981,"$75,000 under $100,000",50,** ,50,4465
47981,"$100,000 under $200,000",70,** ,70,11005
47981,"$200,000 or more",** ,** ,** ,** 
,,,,,
47987,,"1,790",820,740,"81,723"
47987,"$1 under $25,000",690,490,120,7428
47987,"$25,000 under $50,000",500,230,160,18381
47987,"$50,000 under $75,000",260,70,160,16074
47987,"$75,000 under $100,000",150,30,130,13013
47987,"$100,000 under $200,000",190,** ,170,26827
47987,"$200,000 or more",** ,** ,** ,** 
,,,,,
47989,,550,230,270,"30,678"
47989,"$1 under $25,000",180,130,30,2012
47989,"$25,000 under $50,000",140,60,60,5338
47989,"$50,000 under $75,000",90,40,60,5446
47989,"$75,000 under $100,000",60,** ,50,4889
47989,"$100,000 under $200,000",80,** ,70,12993
47989,"$200,000 or more",** ,** ,** ,** 
,,,,,
47990,,840,370,360,"40,359"
47990,"$1 under $25,000",290,200,50,3293
47990,"$25,000 under $50,000",240,130,70,8563
47990,"$50,000 under $75,000",130,40,80,7743
47990,"$75,000 under $100,000",80,** ,60,6506
47990,"$100,000 under $200,000",100,** ,100,14254
47990,"$200,000 or more",** ,** ,** ,** 
,,,,,
47991,,460,210,210,"21,733"
47991,"$1 under $25,000",180,120,40,2153
47991,"$25,000 under $50,000",120,60,40,4443
47991,"$50,000 under $75,000",70,30,50,4435
47991,"$75,000 under $100,000",50,** ,40,4088
47991,"$100,000 under $200,000",40,** ,40,6614
47991,"$200,000 or more",** ,** ,** ,** 
,,,,,
47992,,710,280,350,"44,882"
47992,"$1 under $25,000",210,160,30,2408
47992,"$25,000 under $50,000",150,70,40,5590
47992,"$50,000 under $75,000",100,30,60,6457
47992,"$75,000 under $100,000",110,20,90,9346
47992,"$100,000 under $200,000",140,** ,130,21081
47992,"$200,000 or more",** ,** ,** ,** 
,,,,,
47993,,"1,810",780,870,"94,300"
47993,"$1 under $25,000",620,420,130,6895
47993,"$25,000 under $50,000",470,230,170,17048
